"STATION","NAME","DATE","PRCP","TAVG"
"ASN00009021","PERTH AIRPORT, AS","1976-06","87.6","13.9"
"ASN00009021","PERTH AIRPORT, AS","1976-07","102.8","14.3"
"ASN00009021","PERTH AIRPORT, AS","1976-08","145.1","13.8"
"ASN00009021","PERTH AIRPORT, AS","1976-09","72.2","14.8"
"ASN00009021","PERTH AIRPORT, AS","1976-10","46.2","17.8"
"ASN00009021","PERTH AIRPORT, AS","1976-11","55.0","17.4"
"ASN00009021","PERTH AIRPORT, AS","1976-12","7.8","21.4"
"ASN00009021","PERTH AIRPORT, AS","1977-01","5.0","23.8"
"ASN00009021","PERTH AIRPORT, AS","1977-02","10.8","25.7"
"ASN00009021","PERTH AIRPORT, AS","1977-03","6.2","21.0"
"ASN00009021","PERTH AIRPORT, AS","1977-04","1.2","20.6"
"ASN00009021","PERTH AIRPORT, AS","1977-05","110.8","15.4"
"ASN00009021","PERTH AIRPORT, AS","1977-06","86.0","14.5"
"ASN00009021","PERTH AIRPORT, AS","1977-07","84.8","13.8"
"ASN00009021","PERTH AIRPORT, AS","1977-08","193.2","14.5"
"ASN00009021","PERTH AIRPORT, AS","1977-09","29.8","14.0"
"ASN00009021","PERTH AIRPORT, AS","1977-10","75.2","17.0"
"ASN00009021","PERTH AIRPORT, AS","1977-11","11.5","19.7"
"ASN00009021","PERTH AIRPORT, AS","1977-12","0.6","24.7"
"ASN00009021","PERTH AIRPORT, AS","1978-01","3.4","26.2"
"ASN00009021","PERTH AIRPORT, AS","1978-02","32.2","25.9"
"ASN00009021","PERTH AIRPORT, AS","1978-03","16.4","24.8"
"ASN00009021","PERTH AIRPORT, AS","1978-04","18.2","21.6"
"ASN00009021","PERTH AIRPORT, AS","1978-05","123.4","16.2"
"ASN00009021","PERTH AIRPORT, AS","1978-06","195.4","13.2"
"ASN00009021","PERTH AIRPORT, AS","1978-07","235.8","12.7"
"ASN00009021","PERTH AIRPORT, AS","1978-08","23.2","13.6"
"ASN00009021","PERTH AIRPORT, AS","1978-09","101.0","13.6"
"ASN00009021","PERTH AIRPORT, AS","1978-10","42.4","16.9"
"ASN00009021","PERTH AIRPORT, AS","1978-11","19.8","20.2"
"ASN00009021","PERTH AIRPORT, AS","1978-12","11.7","22.9"
"ASN00009021","PERTH AIRPORT, AS","1979-01","0.2","23.6"
"ASN00009021","PERTH AIRPORT, AS","1979-02","12.2","24.5"
"ASN00009021","PERTH AIRPORT, AS","1979-03","20.2","23.0"
"ASN00009021","PERTH AIRPORT, AS","1979-04","40.5","18.4"
"ASN00009021","PERTH AIRPORT, AS","1979-05","67.6","15.0"
"ASN00009021","PERTH AIRPORT, AS","1979-06","145.2","14.4"
"ASN00009021","PERTH AIRPORT, AS","1979-07","76.4","12.9"
"ASN00009021","PERTH AIRPORT, AS","1979-08","89.3","11.9"
"ASN00009021","PERTH AIRPORT, AS","1979-09","37.4","13.4"
"ASN00009021","PERTH AIRPORT, AS","1979-10","24.2","16.8"
"ASN00009021","PERTH AIRPORT, AS","1979-11","51.2","19.4"
"ASN00009021","PERTH AIRPORT, AS","1979-12","4.6","23.3"
"ASN00009021","PERTH AIRPORT, AS","1980-01","0.6","26.1"
"ASN00009021","PERTH AIRPORT, AS","1980-02","13.8","24.9"
"ASN00009021","PERTH AIRPORT, AS","1980-03","1.8","24.1"
"ASN00009021","PERTH AIRPORT, AS","1980-04","76.6","17.2"
"ASN00009021","PERTH AIRPORT, AS","1980-05","86.7","16.7"
"ASN00009021","PERTH AIRPORT, AS","1980-06","135.6","13.3"
"ASN00009021","PERTH AIRPORT, AS","1980-07","157.4","13.1"
"ASN00009021","PERTH AIRPORT, AS","1980-08","108.2","13.9"
"ASN00009021","PERTH AIRPORT, AS","1980-09","58.2","14.7"
"ASN00009021","PERTH AIRPORT, AS","1980-10","36.0","14.7"
"ASN00009021","PERTH AIRPORT, AS","1980-11","11.6","18.3"
"ASN00009021","PERTH AIRPORT, AS","1980-12","13.6","20.8"
"ASN00009021","PERTH AIRPORT, AS","1981-01","1.0","25.4"
"ASN00009021","PERTH AIRPORT, AS","1981-02","11.8","22.2"
"ASN00009021","PERTH AIRPORT, AS","1981-03","6.4","22.7"
"ASN00009021","PERTH AIRPORT, AS","1981-04","32.2","20.4"
"ASN00009021","PERTH AIRPORT, AS","1981-05","160.2","16.7"
"ASN00009021","PERTH AIRPORT, AS","1981-06","159.2","12.5"
"ASN00009021","PERTH AIRPORT, AS","1981-07","152.6","12.9"
"ASN00009021","PERTH AIRPORT, AS","1981-08","131.8","13.3"
"ASN00009021","PERTH AIRPORT, AS","1981-09","57.6","15.6"
"ASN00009021","PERTH AIRPORT, AS","1981-10","34.8","16.5"
"ASN00009021","PERTH AIRPORT, AS","1981-11","35.2","17.8"
"ASN00009021","PERTH AIRPORT, AS","1981-12","8.6","21.1"
"ASN00009021","PERTH AIRPORT, AS","1982-01","72.6","22.6"
"ASN00009021","PERTH AIRPORT, AS","1982-02","6.6","24.9"
"ASN00009021","PERTH AIRPORT, AS","1982-03","16.6","21.6"
"ASN00009021","PERTH AIRPORT, AS","1982-04","0.0","19.1"
"ASN00009021","PERTH AIRPORT, AS","1982-05","55.8","15.6"
"ASN00009021","PERTH AIRPORT, AS","1982-06","168.6","13.3"
"ASN00009021","PERTH AIRPORT, AS","1982-07","152.6","12.7"
"ASN00009021","PERTH AIRPORT, AS","1982-08","74.0","14.0"
"ASN00009021","PERTH AIRPORT, AS","1982-09","84.4","14.9"
"ASN00009021","PERTH AIRPORT, AS","1982-10","26.2","17.7"
"ASN00009021","PERTH AIRPORT, AS","1982-11","2.4","21.3"
"ASN00009021","PERTH AIRPORT, AS","1982-12","5.0","21.9"
"ASN00009021","PERTH AIRPORT, AS","1983-01","1.2","25.4"
"ASN00009021","PERTH AIRPORT, AS","1983-02","21.6","23.0"
"ASN00009021","PERTH AIRPORT, AS","1983-03","3.8","24.9"
"ASN00009021","PERTH AIRPORT, AS","1983-04","15.8","19.2"
"ASN00009021","PERTH AIRPORT, AS","1983-05","23.4","17.4"
"ASN00009021","PERTH AIRPORT, AS","1983-06","232.2","16.1"
"ASN00009021","PERTH AIRPORT, AS","1983-07","113.8","13.2"
"ASN00009021","PERTH AIRPORT, AS","1983-08","138.0","15.0"
"ASN00009021","PERTH AIRPORT, AS","1983-09","100.4","15.6"
"ASN00009021","PERTH AIRPORT, AS","1983-10","8.6","17.4"
"ASN00009021","PERTH AIRPORT, AS","1983-11","45.0","19.5"
"ASN00009021","PERTH AIRPORT, AS","1983-12","16.8","22.5"
"ASN00009021","PERTH AIRPORT, AS","1984-01","0.8","24.6"
"ASN00009021","PERTH AIRPORT, AS","1984-02","3.6","25.7"
"ASN00009021","PERTH AIRPORT, AS","1984-03","29.2","20.9"
"ASN00009021","PERTH AIRPORT, AS","1984-04","59.6","20.4"
"ASN00009021","PERTH AIRPORT, AS","1984-05","143.4","16.3"
"ASN00009021","PERTH AIRPORT, AS","1984-06","114.4","14.0"
"ASN00009021","PERTH AIRPORT, AS","1984-07","82.2","12.5"
"ASN00009021","PERTH AIRPORT, AS","1984-08","112.4","12.8"
"ASN00009021","PERTH AIRPORT, AS","1984-09","102.8","14.5"
"ASN00009021","PERTH AIRPORT, AS","1984-10","25.8","16.7"
"ASN00009021","PERTH AIRPORT, AS","1984-11","61.2","19.4"
"ASN00009021","PERTH AIRPORT, AS","1984-12","12.8","19.6"
"ASN00009021","PERTH AIRPORT, AS","1985-01","1.0","22.8"
"ASN00009021","PERTH AIRPORT, AS","1985-02","1.8","28.9"
"ASN00009021","PERTH AIRPORT, AS","1985-03","4.6","24.1"
"ASN00009021","PERTH AIRPORT, AS","1985-04","46.8","19.2"
"ASN00009021","PERTH AIRPORT, AS","1985-05","74.6","16.4"
"ASN00009021","PERTH AIRPORT, AS","1985-06","82.2","15.0"
"ASN00009021","PERTH AIRPORT, AS","1985-07","154.2","13.6"
"ASN00009021","PERTH AIRPORT, AS","1985-08","145.0","13.3"
"ASN00009021","PERTH AIRPORT, AS","1985-09","54.2","15.3"
"ASN00009021","PERTH AIRPORT, AS","1985-10","22.6","16.5"
"ASN00009021","PERTH AIRPORT, AS","1985-11","25.0","20.4"
"ASN00009021","PERTH AIRPORT, AS","1985-12","8.2","19.8"
"ASN00009021","PERTH AIRPORT, AS","1986-01","2.4","26.0"
"ASN00009021","PERTH AIRPORT, AS","1986-02","93.0","22.5"
"ASN00009021","PERTH AIRPORT, AS","1986-03","28.8","21.4"
"ASN00009021","PERTH AIRPORT, AS","1986-04","1.4","18.1"
"ASN00009021","PERTH AIRPORT, AS","1986-05","152.2","15.7"
"ASN00009021","PERTH AIRPORT, AS","1986-06","193.0","13.8"
"ASN00009021","PERTH AIRPORT, AS","1986-07","198.4","11.2"
"ASN00009021","PERTH AIRPORT, AS","1986-08","119.2","11.7"
"ASN00009021","PERTH AIRPORT, AS","1986-09","52.0","14.9"
"ASN00009021","PERTH AIRPORT, AS","1986-10","40.8","14.7"
"ASN00009021","PERTH AIRPORT, AS","1986-11","19.6","19.6"
"ASN00009021","PERTH AIRPORT, AS","1986-12","0.2","21.7"
"ASN00009021","PERTH AIRPORT, AS","1987-01","1.6","22.8"
"ASN00009021","PERTH AIRPORT, AS","1987-02","0.0","24.6"
"ASN00009021","PERTH AIRPORT, AS","1987-03","15.4","23.1"
"ASN00009021","PERTH AIRPORT, AS","1987-04","58.8","20.0"
"ASN00009021","PERTH AIRPORT, AS","1987-05","80.2","15.0"
"ASN00009021","PERTH AIRPORT, AS","1987-06","195.2","15.2"
"ASN00009021","PERTH AIRPORT, AS","1987-07","189.8","13.2"
"ASN00009021","PERTH AIRPORT, AS","1987-08","84.2","13.4"
"ASN00009021","PERTH AIRPORT, AS","1987-09","42.2","15.6"
"ASN00009021","PERTH AIRPORT, AS","1987-10","22.4","17.0"
"ASN00009021","PERTH AIRPORT, AS","1987-11","30.6","18.7"
"ASN00009021","PERTH AIRPORT, AS","1987-12","23.0","22.1"
"ASN00009021","PERTH AIRPORT, AS","1988-01","0.2","22.9"
"ASN00009021","PERTH AIRPORT, AS","1988-02","0.0","26.5"
"ASN00009021","PERTH AIRPORT, AS","1988-03","11.8","25.2"
"ASN00009021","PERTH AIRPORT, AS","1988-04","89.4","20.8"
"ASN00009021","PERTH AIRPORT, AS","1988-05","125.0","16.8"
"ASN00009021","PERTH AIRPORT, AS","1988-06","229.4","15.0"
"ASN00009021","PERTH AIRPORT, AS","1988-07","158.4","13.4"
"ASN00009021","PERTH AIRPORT, AS","1988-08","92.2","13.9"
"ASN00009021","PERTH AIRPORT, AS","1988-09","110.8","15.5"
"ASN00009021","PERTH AIRPORT, AS","1988-10","52.0","16.5"
"ASN00009021","PERTH AIRPORT, AS","1988-11","33.8","19.6"
"ASN00009021","PERTH AIRPORT, AS","1988-12","11.4","22.3"
"ASN00009021","PERTH AIRPORT, AS","1989-01","15.2","25.3"
"ASN00009021","PERTH AIRPORT, AS","1989-02","30.2","25.1"
"ASN00009021","PERTH AIRPORT, AS","1989-03","0.4","24.0"
"ASN00009021","PERTH AIRPORT, AS","1989-04","44.8","20.2"
"ASN00009021","PERTH AIRPORT, AS","1989-05","116.4","16.7"
"ASN00009021","PERTH AIRPORT, AS","1989-06","66.4","13.2"
"ASN00009021","PERTH AIRPORT, AS","1989-07","154.6","12.0"
"ASN00009021","PERTH AIRPORT, AS","1989-08","82.4","13.3"
"ASN00009021","PERTH AIRPORT, AS","1989-09","67.0","15.0"
"ASN00009021","PERTH AIRPORT, AS","1989-10","81.0","15.1"
"ASN00009021","PERTH AIRPORT, AS","1989-11","8.0","20.8"
"ASN00009021","PERTH AIRPORT, AS","1989-12","7.6","21.0"
"ASN00009021","PERTH AIRPORT, AS","1990-01","62.6","22.6"
"ASN00009021","PERTH AIRPORT, AS","1990-02","19.8","24.8"
"ASN00009021","PERTH AIRPORT, AS","1990-03","58.8","23.2"
"ASN00009021","PERTH AIRPORT, AS","1990-04","67.6","19.2"
"ASN00009021","PERTH AIRPORT, AS","1990-05","59.4","15.8"
"ASN00009021","PERTH AIRPORT, AS","1990-06","76.8","12.0"
"ASN00009021","PERTH AIRPORT, AS","1990-07","138.4","12.0"
"ASN00009021","PERTH AIRPORT, AS","1990-08","88.0","12.8"
"ASN00009021","PERTH AIRPORT, AS","1990-09","56.2","15.3"
"ASN00009021","PERTH AIRPORT, AS","1990-10","48.8","15.7"
"ASN00009021","PERTH AIRPORT, AS","1990-11","21.6","19.2"
"ASN00009021","PERTH AIRPORT, AS","1990-12","6.8","21.4"
"ASN00009021","PERTH AIRPORT, AS","1991-01","0.0","25.4"
"ASN00009021","PERTH AIRPORT, AS","1991-02","16.4","24.5"
"ASN00009021","PERTH AIRPORT, AS","1991-03","2.8","22.5"
"ASN00009021","PERTH AIRPORT, AS","1991-04","58.6","20.8"
"ASN00009021","PERTH AIRPORT, AS","1991-05","106.8","16.4"
"ASN00009021","PERTH AIRPORT, AS","1991-06","246.6","14.5"
"ASN00009021","PERTH AIRPORT, AS","1991-07","160.2","13.4"
"ASN00009021","PERTH AIRPORT, AS","1991-08","95.6","14.0"
"ASN00009021","PERTH AIRPORT, AS","1991-09","83.2","14.2"
"ASN00009021","PERTH AIRPORT, AS","1991-10","36.8","17.8"
"ASN00009021","PERTH AIRPORT, AS","1991-11","66.4","17.7"
"ASN00009021","PERTH AIRPORT, AS","1991-12","30.4","22.6"
"ASN00009021","PERTH AIRPORT, AS","1992-01","4.0","26.3"
"ASN00009021","PERTH AIRPORT, AS","1992-02","150.4","23.9"
"ASN00009021","PERTH AIRPORT, AS","1992-03","31.8","22.2"
"ASN00009021","PERTH AIRPORT, AS","1992-04","16.8","20.3"
"ASN00009021","PERTH AIRPORT, AS","1992-05","65.0","15.5"
"ASN00009021","PERTH AIRPORT, AS","1992-06","226.4","14.7"
"ASN00009021","PERTH AIRPORT, AS","1992-07","113.0","14.3"
"ASN00009021","PERTH AIRPORT, AS","1992-08","193.2","13.1"
"ASN00009021","PERTH AIRPORT, AS","1992-09","57.4","13.4"
"ASN00009021","PERTH AIRPORT, AS","1992-10","23.6","16.7"
"ASN00009021","PERTH AIRPORT, AS","1992-11","75.8","18.9"
"ASN00009021","PERTH AIRPORT, AS","1992-12","2.6","21.7"
"ASN00009021","PERTH AIRPORT, AS","1993-01","0.8","24.7"
"ASN00009021","PERTH AIRPORT, AS","1993-02","35.4","23.9"
"ASN00009021","PERTH AIRPORT, AS","1993-03","5.6","21.6"
"ASN00009021","PERTH AIRPORT, AS","1993-04","14.4","18.7"
"ASN00009021","PERTH AIRPORT, AS","1993-05","114.4","16.1"
"ASN00009021","PERTH AIRPORT, AS","1993-06","81.8","13.6"
"ASN00009021","PERTH AIRPORT, AS","1993-07","134.2","13.1"
"ASN00009021","PERTH AIRPORT, AS","1993-08","149.2","12.8"
"ASN00009021","PERTH AIRPORT, AS","1993-09","91.8","14.5"
"ASN00009021","PERTH AIRPORT, AS","1993-10","31.2","14.9"
"ASN00009021","PERTH AIRPORT, AS","1993-11","6.4","20.5"
"ASN00009021","PERTH AIRPORT, AS","1993-12","0.8","23.1"
"ASN00009021","PERTH AIRPORT, AS","1994-01","0.0","24.0"
"ASN00009021","PERTH AIRPORT, AS","1994-02","0.2","23.5"
"ASN00009021","PERTH AIRPORT, AS","1994-03","2.0","24.2"
"ASN00009021","PERTH AIRPORT, AS","1994-04","3.4","21.3"
"ASN00009021","PERTH AIRPORT, AS","1994-05","86.4","17.4"
"ASN00009021","PERTH AIRPORT, AS","1994-06","150.0","13.9"
"ASN00009021","PERTH AIRPORT, AS","1994-07","153.2","14.0"
"ASN00009021","PERTH AIRPORT, AS","1994-08","131.4","14.2"
"ASN00009021","PERTH AIRPORT, AS","1994-09","66.0","15.8"
"ASN00009021","PERTH AIRPORT, AS","1994-10","10.8","16.9"
"ASN00009021","PERTH AIRPORT, AS","1994-11","5.4","21.2"
"ASN00009021","PERTH AIRPORT, AS","1994-12","0.2","24.0"
"ASN00009021","PERTH AIRPORT, AS","1995-01","0.0","26.0"
"ASN00009021","PERTH AIRPORT, AS","1995-02","20.6","25.7"
"ASN00009021","PERTH AIRPORT, AS","1995-03","15.4","24.8"
"ASN00009021","PERTH AIRPORT, AS","1995-04","10.6","19.8"
"ASN00009021","PERTH AIRPORT, AS","1995-05","138.6","15.9"
"ASN00009021","PERTH AIRPORT, AS","1995-06","122.8","13.1"
"ASN00009021","PERTH AIRPORT, AS","1995-07","217.6","13.7"
"ASN00009021","PERTH AIRPORT, AS","1995-08","76.0","14.2"
"ASN00009021","PERTH AIRPORT, AS","1995-09","55.4","15.3"
"ASN00009021","PERTH AIRPORT, AS","1995-10","87.2","17.4"
"ASN00009021","PERTH AIRPORT, AS","1995-11","46.6","18.9"
"ASN00009021","PERTH AIRPORT, AS","1995-12","2.4","22.1"
"ASN00009021","PERTH AIRPORT, AS","1996-01","1.8","24.1"
"ASN00009021","PERTH AIRPORT, AS","1996-02","0.4","27.7"
"ASN00009021","PERTH AIRPORT, AS","1996-03","4.8","22.5"
"ASN00009021","PERTH AIRPORT, AS","1996-04","16.6","20.5"
"ASN00009021","PERTH AIRPORT, AS","1996-05","50.0","17.5"
"ASN00009021","PERTH AIRPORT, AS","1996-06","232.0","14.9"
"ASN00009021","PERTH AIRPORT, AS","1996-07","217.6","14.4"
"ASN00009021","PERTH AIRPORT, AS","1996-08","117.8","13.5"
"ASN00009021","PERTH AIRPORT, AS","1996-09","133.6","15.1"
"ASN00009021","PERTH AIRPORT, AS","1996-10","53.2","17.5"
"ASN00009021","PERTH AIRPORT, AS","1996-11","44.6","19.9"
"ASN00009021","PERTH AIRPORT, AS","1996-12","16.8","21.4"
"ASN00009021","PERTH AIRPORT, AS","1997-01","0.8","26.2"
"ASN00009021","PERTH AIRPORT, AS","1997-02","8.0","25.7"
"ASN00009021","PERTH AIRPORT, AS","1997-03","29.8","22.2"
"ASN00009021","PERTH AIRPORT, AS","1997-04","28.2","20.6"
"ASN00009021","PERTH AIRPORT, AS","1997-05","78.8","16.1"
"ASN00009021","PERTH AIRPORT, AS","1997-06","110.4","15.0"
"ASN00009021","PERTH AIRPORT, AS","1997-07","125.0","12.6"
"ASN00009021","PERTH AIRPORT, AS","1997-08","128.2","13.2"
"ASN00009021","PERTH AIRPORT, AS","1997-09","105.6","14.9"
"ASN00009021","PERTH AIRPORT, AS","1997-10","31.6","17.6"
"ASN00009021","PERTH AIRPORT, AS","1997-11","6.6","19.1"
"ASN00009021","PERTH AIRPORT, AS","1997-12","0.0","23.8"
"ASN00009021","PERTH AIRPORT, AS","1998-01","2.6","25.0"
"ASN00009021","PERTH AIRPORT, AS","1998-02","0.0","24.5"
"ASN00009021","PERTH AIRPORT, AS","1998-03","29.8","24.4"
"ASN00009021","PERTH AIRPORT, AS","1998-04","12.4","19.7"
"ASN00009021","PERTH AIRPORT, AS","1998-05","78.8","18.2"
"ASN00009021","PERTH AIRPORT, AS","1998-06","128.4","13.7"
"ASN00009021","PERTH AIRPORT, AS","1998-07","103.0","11.8"
"ASN00009021","PERTH AIRPORT, AS","1998-08","155.6","15.2"
"ASN00009021","PERTH AIRPORT, AS","1998-09","114.4","14.2"
"ASN00009021","PERTH AIRPORT, AS","1998-10","36.4","16.9"
"ASN00009021","PERTH AIRPORT, AS","1998-11","13.2","19.9"
"ASN00009021","PERTH AIRPORT, AS","1998-12","9.6","23.0"
"ASN00009021","PERTH AIRPORT, AS","1999-01","45.6","24.6"
"ASN00009021","PERTH AIRPORT, AS","1999-02","0.6","25.9"
"ASN00009021","PERTH AIRPORT, AS","1999-03","27.4","22.6"
"ASN00009021","PERTH AIRPORT, AS","1999-04","13.8","21.8"
"ASN00009021","PERTH AIRPORT, AS","1999-05","111.4","17.5"
"ASN00009021","PERTH AIRPORT, AS","1999-06","137.8","14.4"
"ASN00009021","PERTH AIRPORT, AS","1999-07","116.0","14.1"
"ASN00009021","PERTH AIRPORT, AS","1999-08","156.6","13.5"
"ASN00009021","PERTH AIRPORT, AS","1999-09","91.8","14.7"
"ASN00009021","PERTH AIRPORT, AS","1999-10","78.8","16.6"
"ASN00009021","PERTH AIRPORT, AS","1999-11","4.8","21.0"
"ASN00009021","PERTH AIRPORT, AS","1999-12","8.4","24.8"
"ASN00009021","PERTH AIRPORT, AS","2000-01","102.4","24.2"
"ASN00009021","PERTH AIRPORT, AS","2000-02","0.2","25.0"
"ASN00009021","PERTH AIRPORT, AS","2000-03","30.0","22.8"
"ASN00009021","PERTH AIRPORT, AS","2000-04","41.0","19.8"
"ASN00009021","PERTH AIRPORT, AS","2000-05","20.8","15.8"
"ASN00009021","PERTH AIRPORT, AS","2000-06","95.4","14.8"
"ASN00009021","PERTH AIRPORT, AS","2000-07","216.8","13.9"
"ASN00009021","PERTH AIRPORT, AS","2000-08","130.0","12.9"
"ASN00009021","PERTH AIRPORT, AS","2000-09","45.4","15.5"
"ASN00009021","PERTH AIRPORT, AS","2000-10","5.4","17.1"
"ASN00009021","PERTH AIRPORT, AS","2000-11","19.0","20.2"
"ASN00009021","PERTH AIRPORT, AS","2000-12","0.6","23.5"
"ASN00009021","PERTH AIRPORT, AS","2001-01","0.8","24.0"
"ASN00009021","PERTH AIRPORT, AS","2001-02","1.8","24.0"
"ASN00009021","PERTH AIRPORT, AS","2001-03","2.6","22.3"
"ASN00009021","PERTH AIRPORT, AS","2001-04","5.0","20.1"
"ASN00009021","PERTH AIRPORT, AS","2001-05","99.0","16.2"
"ASN00009021","PERTH AIRPORT, AS","2001-06","56.2","13.5"
"ASN00009021","PERTH AIRPORT, AS","2001-07","183.8","12.8"
"ASN00009021","PERTH AIRPORT, AS","2001-08","120.8","12.7"
"ASN00009021","PERTH AIRPORT, AS","2001-09","98.0","14.6"
"ASN00009021","PERTH AIRPORT, AS","2001-10","27.0","16.0"
"ASN00009021","PERTH AIRPORT, AS","2001-11","22.2","20.6"
"ASN00009021","PERTH AIRPORT, AS","2001-12","5.8","20.6"
"ASN00009021","PERTH AIRPORT, AS","2002-01","10.2","24.1"
"ASN00009021","PERTH AIRPORT, AS","2002-02","1.0","23.8"
"ASN00009021","PERTH AIRPORT, AS","2002-03","4.0","22.4"
"ASN00009021","PERTH AIRPORT, AS","2002-04","76.4","19.4"
"ASN00009021","PERTH AIRPORT, AS","2002-05","65.6","17.2"
"ASN00009021","PERTH AIRPORT, AS","2002-06","138.2","14.4"
"ASN00009021","PERTH AIRPORT, AS","2002-07","134.4","14.1"
"ASN00009021","PERTH AIRPORT, AS","2002-08","79.2","13.0"
"ASN00009021","PERTH AIRPORT, AS","2002-09","75.0","14.4"
"ASN00009021","PERTH AIRPORT, AS","2002-10","38.4","16.6"
"ASN00009021","PERTH AIRPORT, AS","2002-11","23.6","20.1"
"ASN00009021","PERTH AIRPORT, AS","2002-12","2.2","24.2"
"ASN00009021","PERTH AIRPORT, AS","2003-01","0.6","24.4"
"ASN00009021","PERTH AIRPORT, AS","2003-02","19.6","24.7"
"ASN00009021","PERTH AIRPORT, AS","2003-03","60.4","23.8"
"ASN00009021","PERTH AIRPORT, AS","2003-04","44.8","20.2"
"ASN00009021","PERTH AIRPORT, AS","2003-05","84.4","18.4"
"ASN00009021","PERTH AIRPORT, AS","2003-06","158.2","13.9"
"ASN00009021","PERTH AIRPORT, AS","2003-07","154.4","13.0"
"ASN00009021","PERTH AIRPORT, AS","2003-08","121.0","13.1"
"ASN00009021","PERTH AIRPORT, AS","2003-09","95.4","14.6"
"ASN00009021","PERTH AIRPORT, AS","2003-10","22.2","16.4"
"ASN00009021","PERTH AIRPORT, AS","2003-11","46.4","21.5"
"ASN00009021","PERTH AIRPORT, AS","2003-12","2.8","22.1"
"ASN00009021","PERTH AIRPORT, AS","2004-01","0.0","25.0"
"ASN00009021","PERTH AIRPORT, AS","2004-02","9.2","25.6"
"ASN00009021","PERTH AIRPORT, AS","2004-03","0.4","22.2"
"ASN00009021","PERTH AIRPORT, AS","2004-04","6.0","20.2"
"ASN00009021","PERTH AIRPORT, AS","2004-05","118.0","15.7"
"ASN00009021","PERTH AIRPORT, AS","2004-06","110.0","15.3"
"ASN00009021","PERTH AIRPORT, AS","2004-07","101.6","12.6"
"ASN00009021","PERTH AIRPORT, AS","2004-08","149.6","12.6"
"ASN00009021","PERTH AIRPORT, AS","2004-09","29.2","14.0"
"ASN00009021","PERTH AIRPORT, AS","2004-10","41.0","17.0"
"ASN00009021","PERTH AIRPORT, AS","2004-11","41.0","19.8"
"ASN00009021","PERTH AIRPORT, AS","2004-12","3.2","23.3"
"ASN00009021","PERTH AIRPORT, AS","2005-01","1.0","24.0"
"ASN00009021","PERTH AIRPORT, AS","2005-02","2.8","23.8"
"ASN00009021","PERTH AIRPORT, AS","2005-03","52.8","24.5"
"ASN00009021","PERTH AIRPORT, AS","2005-04","20.8","18.5"
"ASN00009021","PERTH AIRPORT, AS","2005-05","153.2","18.8"
"ASN00009021","PERTH AIRPORT, AS","2005-06","250.2","13.6"
"ASN00009021","PERTH AIRPORT, AS","2005-07","63.4","13.0"
"ASN00009021","PERTH AIRPORT, AS","2005-08","119.2","13.2"
"ASN00009021","PERTH AIRPORT, AS","2005-09","84.8","14.1"
"ASN00009021","PERTH AIRPORT, AS","2005-10","50.6","14.9"
"ASN00009021","PERTH AIRPORT, AS","2005-11","15.4","18.6"
"ASN00009021","PERTH AIRPORT, AS","2005-12","5.8","18.5"
"ASN00009021","PERTH AIRPORT, AS","2006-01","28.2","23.3"
"ASN00009021","PERTH AIRPORT, AS","2006-02","24.0","24.7"
"ASN00009021","PERTH AIRPORT, AS","2006-03","5.8","23.4"
"ASN00009021","PERTH AIRPORT, AS","2006-04","32.4","17.1"
"ASN00009021","PERTH AIRPORT, AS","2006-05","43.6","15.9"
"ASN00009021","PERTH AIRPORT, AS","2006-06","27.8","13.3"
"ASN00009021","PERTH AIRPORT, AS","2006-07","80.2","13.0"
"ASN00009021","PERTH AIRPORT, AS","2006-08","124.6","14.7"
"ASN00009021","PERTH AIRPORT, AS","2006-09","65.6","15.1"
"ASN00009021","PERTH AIRPORT, AS","2006-10","24.4","17.9"
"ASN00009021","PERTH AIRPORT, AS","2006-11","19.2","21.4"
"ASN00009021","PERTH AIRPORT, AS","2006-12","3.8","23.6"
"ASN00009021","PERTH AIRPORT, AS","2007-01","20.2","22.8"
"ASN00009021","PERTH AIRPORT, AS","2007-02","2.8","23.9"
"ASN00009021","PERTH AIRPORT, AS","2007-03","5.4","23.2"
"ASN00009021","PERTH AIRPORT, AS","2007-04","70.6","18.5"
"ASN00009021","PERTH AIRPORT, AS","2007-05","68.6","15.7"
"ASN00009021","PERTH AIRPORT, AS","2007-06","53.4","14.4"
"ASN00009021","PERTH AIRPORT, AS","2007-07","193.4","14.9"
"ASN00009021","PERTH AIRPORT, AS","2007-08","113.0","14.0"
"ASN00009021","PERTH AIRPORT, AS","2007-09","97.2","14.7"
"ASN00009021","PERTH AIRPORT, AS","2007-10","46.6","16.5"
"ASN00009021","PERTH AIRPORT, AS","2007-11","5.2","21.4"
"ASN00009021","PERTH AIRPORT, AS","2007-12","16.2","21.4"
"ASN00009021","PERTH AIRPORT, AS","2008-01","0.0","26.4"
"ASN00009021","PERTH AIRPORT, AS","2008-02","39.6","25.9"
"ASN00009021","PERTH AIRPORT, AS","2008-03","16.2","23.1"
"ASN00009021","PERTH AIRPORT, AS","2008-04","135.0","18.2"
"ASN00009021","PERTH AIRPORT, AS","2008-05","59.8","16.6"
"ASN00009021","PERTH AIRPORT, AS","2008-06","170.0","14.3"
"ASN00009021","PERTH AIRPORT, AS","2008-07","213.6","12.7"
"ASN00009021","PERTH AIRPORT, AS","2008-08","19.0","13.1"
"ASN00009021","PERTH AIRPORT, AS","2008-09","66.8","14.9"
